id,name,lat,lng,slug,sku,url,icon
a053e71c-a763-46ce-b041-9f257603e4f3,Eliodoro Yáñez dte. 1147 / Miguel Claro,-33.4336,-70.6191,central-4261-o-p-bailahuen,,https://maps.oohpublicidad.cl/espacios-publicitarios/central-4261-o-p-bailahuen/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
9b29ee89-d342-461d-bf9b-c79f8ab4b2d8,Antonio Varas dte. 1933 / Los Capitanes,-33.4444,-70.6119,rojas-magallanes-3017-o-p-frente-a-calle-oriente,,https://maps.oohpublicidad.cl/espacios-publicitarios/rojas-magallanes-3017-o-p-frente-a-calle-oriente/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
f5d5d3fa-3fe6-4777-be54-0f8b05811dda,Antonio Varas dte. 1933 / Los Capitanes,-33.4444,-70.6119,maria-angelica-tobalaba,,https://maps.oohpublicidad.cl/espacios-publicitarios/maria-angelica-tobalaba/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
c74e400e-8eb3-46d6-8ec3-9be621ae3736,Antonio Varas dte. 1933 / Los Capitanes,-33.4444,-70.6119,maria-angelica-3801-la-araucania,,https://maps.oohpublicidad.cl/espacios-publicitarios/maria-angelica-3801-la-araucania/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
51eb6a8c-5fd3-4ea0-96f9-f4690ce85dc8,Antonio Varas fte. 1690 / Vasconia,-33.4425,-70.6125,diagonal-santa-irene-2868-walter-martinez,,https://maps.oohpublicidad.cl/espacios-publicitarios/diagonal-santa-irene-2868-walter-martinez/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
fd8082e5-7369-47ce-8e22-d4ed3492f279,Antonio Varas fte. 1690 / Vasconia,-33.4425,-70.6125,walker-martinez-2461-o-p-vecinal,,https://maps.oohpublicidad.cl/espacios-publicitarios/walker-martinez-2461-o-p-vecinal/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
83b2b9f7-e13f-46bd-96b4-d6822afeddcd,Antonio Varas fte. 1690 / Vasconia,-33.4425,-70.6125,la-florida-7090-s-n-los-aralios-ref-2,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-7090-s-n-los-aralios-ref-2/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
a18569e2-07aa-42ca-a444-1f1fe5bd78e2,Antonio varas dte. 1377 / Francisco Bilbao,-33.4396,-70.6134,la-florida-s-n-el-parque,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-el-parque/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
3a0531dc-586f-4c9f-a16f-26e062a48d49,Antonio varas dte. 1377 / Francisco Bilbao,-33.4396,-70.6134,la-florida-s-n-departamental,,https://maps.oohpublicidad.cl/espacios-publicitarios/la-florida-s-n-departamental/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
9696ac9f-372f-49aa-b41b-4dbc0e629c20,Antonio Varas dte. 1053 / Linares,-33.4372,-70.6143,rojas-magallanes-jardin-alto,,https://maps.oohpublicidad.cl/espacios-publicitarios/rojas-magallanes-jardin-alto/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
d080f0af-02c4-48fc-acde-169b72ea3d09,Antonio Varas dte. 1053 / Linares,-33.4372,-70.6143,rojas-magallanes-jardin-alto-bandejon-central,,https://maps.oohpublicidad.cl/espacios-publicitarios/rojas-magallanes-jardin-alto-bandejon-central/modal,https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png
